fixtureId,sfen,movetimeMs,multipv,threads,hashMb,sampleCount,successCount,avgWallLatencyMs,p50WallLatencyMs,p95WallLatencyMs,avgElapsedMs,avgActualNodes,avgNps,avgEngineCpuDeltaMs,avgCompletedDepth,terminalCounts,incompleteCount,boundInfoCount,candidateSnapshots
initial-position,lnsgkgsnl/1r5b1/ppppppppp/9/9/9/PPPPPPPPP/1B5R1/LNSGKGSNL b - 1,5000,2,1,256,3,3,5383.233,5381.2,5391.4,5000,4764913.7,952982.7,5016.7,24,"{""ok"":3}",0,0,"[{""label"":""initial-position:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""7g7f"",""pvUsi"":[""7g7f"",""9c9d"",""2g2f"",""4a3b"",""2f2e"",""1c1d"",""6i7h"",""8c8d"",""8h7g"",""8d8e"",""7i6h"",""3a4b"",""3i3h"",""4c4d"",""2e2d"",""2c2d"",""2h2d"",""4b4c"",""2d2h"",""P*2c"",""3h2g"",""3c3d"",""2g2f"",""6a5b"",""4i5h""],""depth"":24,""scoreCp"":52},{""move"":""2g2f"",""pvUsi"":[""2g2f"",""9c9d"",""2f2e"",""4a3b"",""6i7h"",""7a6b"",""7g7f"",""1c1d"",""3i3h"",""6c6d"",""3g3f"",""3c3d"",""3h3g"",""6b6c"",""3g4f"",""2b8h+"",""7i8h""],""depth"":24,""scoreCp"":45}]},{""label"":""initial-position:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""7g7f"",""pvUsi"":[""7g7f"",""9c9d"",""2g2f"",""4a3b"",""2f2e"",""1c1d"",""6i7h"",""8c8d"",""8h7g"",""8d8e"",""7i6h"",""3a4b"",""3i3h"",""4c4d"",""2e2d"",""2c2d"",""2h2d"",""4b4c"",""2d2h"",""P*2c"",""3h2g"",""3c3d"",""2g2f"",""6a5b"",""4i5h""],""depth"":24,""scoreCp"":52},{""move"":""2g2f"",""pvUsi"":[""2g2f"",""9c9d"",""2f2e"",""4a3b"",""6i7h"",""7a6b"",""7g7f"",""1c1d"",""3i3h"",""6c6d"",""3g3f"",""3c3d"",""3h3g"",""6b6c"",""3g4f"",""2b8h+"",""7i8h""],""depth"":24,""scoreCp"":45}]},{""label"":""initial-position:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""7g7f"",""pvUsi"":[""7g7f"",""9c9d"",""2g2f"",""4a3b"",""2f2e"",""1c1d"",""6i7h"",""8c8d"",""8h7g"",""8d8e"",""7i6h"",""3a4b"",""3i3h"",""4c4d"",""2e2d"",""2c2d"",""2h2d"",""4b4c"",""2d2h"",""P*2c"",""3h2g"",""3c3d"",""2g2f"",""6a5b"",""4i5h""],""depth"":24,""scoreCp"":52},{""move"":""2g2f"",""pvUsi"":[""2g2f"",""9c9d"",""2f2e"",""4a3b"",""6i7h"",""7a6b"",""7g7f"",""1c1d"",""3i3h"",""6c6d"",""3g3f"",""3c3d"",""3h3g"",""6b6c"",""3g4f"",""2b8h+"",""7i8h""],""depth"":24,""scoreCp"":45}]}]"
quiet-no-mate,1n1g1ksn1/l1rsg2b1/p1pp1p+Bpl/1p2p4/8p/2P3P1P/PP1PPPSP1/3S4R/LNG1KG1NL b P 1,5000,2,1,256,3,3,5413.833,5386.7,5482.9,5000.333,3749934.3,749937.6,5016.7,21,"{""ok"":3}",0,0,"[{""label"":""quiet-no-mate:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""3c2c"",""pvUsi"":[""3c2c"",""4a5a"",""1f1e"",""2b9i+"",""1e1d"",""1c1d"",""1h1d"",""3a2b"",""2c3b"",""L*1c"",""1d2d"",""P*2c"",""2d5d"",""1c1i+"",""5d1d"",""L*1c"",""1d8d"",""6a7a"",""3b2a"",""7c7d"",""8d8c+""],""depth"":21,""scoreCp"":1558},{""move"":""3c2b"",""pvUsi"":[""3c2b"",""3a2b"",""1f1e"",""B*3c"",""B*6f"",""3c6f"",""6g6f"",""B*9d"",""1e1d"",""1c1d"",""1h1d"",""P*1c"",""1d1h"",""9d7f"",""B*8c"",""4a5a"",""8c5f+"",""6c6d"",""8g8f"",""7c7d"",""P*7g"",""7f8g+"",""7i7h"",""8g8f""],""depth"":21,""scoreCp"":1546}]},{""label"":""quiet-no-mate:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""3c2c"",""pvUsi"":[""3c2c"",""4a5a"",""1f1e"",""2b9i+"",""1e1d"",""1c1d"",""1h1d"",""3a2b"",""2c3b"",""L*1c"",""1d2d"",""P*2c"",""2d5d"",""1c1i+"",""5d1d"",""L*1c"",""1d8d"",""6a7a"",""3b2a"",""7c7d"",""8d8c+""],""depth"":21,""scoreCp"":1558},{""move"":""3c2b"",""pvUsi"":[""3c2b"",""3a2b"",""1f1e"",""B*3c"",""B*6f"",""3c6f"",""6g6f"",""B*9d"",""1e1d"",""1c1d"",""1h1d"",""P*1c"",""1d1h"",""9d7f"",""B*8c"",""4a5a"",""8c5f+"",""6c6d"",""8g8f"",""7c7d"",""P*7g"",""7f8g+"",""7i7h"",""8g8f""],""depth"":21,""scoreCp"":1546}]},{""label"":""quiet-no-mate:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""3c2c"",""pvUsi"":[""3c2c"",""4a5a"",""1f1e"",""2b9i+"",""1e1d"",""1c1d"",""1h1d"",""3a2b"",""2c3b"",""L*1c"",""1d2d"",""P*2c"",""2d5d"",""1c1i+"",""5d1d"",""L*1c"",""1d8d"",""6a7a"",""3b2a"",""7c7d"",""8d8c+""],""depth"":21,""scoreCp"":1558},{""move"":""3c2b"",""pvUsi"":[""3c2b"",""3a2b"",""1f1e"",""B*3c"",""B*6f"",""3c6f"",""6g6f"",""B*9d"",""1e1d"",""1c1d"",""1h1d"",""P*1c"",""1d1h"",""9d7f"",""B*8c"",""4a5a"",""8c5f+"",""6c6d"",""8g8f"",""7c7d"",""P*7g"",""7f8g+"",""7i7h"",""8g8f""],""depth"":21,""scoreCp"":1546}]}]"
sente-middlegame,1nrg3n1/l2s2k2/p1p1gp1pl/1p1pp2s1/6P1p/b1P5P/PP1PPP1P1/L1KSRSG2/1NG4NL b BP 1,5000,2,1,256,3,3,5370.233,5369.9,5374.3,5000.333,3735270,747003.6,5023.3,20,"{""ok"":3}",0,0,"[{""label"":""sente-middlegame:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""9g9f"",""pvUsi"":[""9g9f"",""7c7d"",""B*8b"",""2d3e"",""8b7a+"",""6a7a"",""5h5i"",""B*4d"",""1f1e"",""3b3c"",""2i3g"",""3c2d"",""B*4b"",""P*3c"",""4b5c+"",""3c3d"",""5c4d"",""4c4d""],""depth"":20,""scoreCp"":2064},{""move"":""B*8b"",""pvUsi"":[""B*8b"",""9f8e"",""8b7a+"",""6a7a"",""1f1e"",""8e7f"",""5h5i"",""7f6e"",""1e1d"",""1c1d"",""1i1d"",""8d8e"",""8i7g"",""6e7f"",""7i8h"",""8e8f"",""8g8f""],""depth"":20,""scoreCp"":1285}]},{""label"":""sente-middlegame:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""9g9f"",""pvUsi"":[""9g9f"",""7c7d"",""B*8b"",""2d3e"",""8b7a+"",""6a7a"",""5h5i"",""B*4d"",""1f1e"",""3b3c"",""2i3g"",""3c2d"",""B*4b"",""P*3c"",""4b5c+"",""3c3d"",""5c4d"",""4c4d""],""depth"":20,""scoreCp"":2064},{""move"":""B*8b"",""pvUsi"":[""B*8b"",""9f8e"",""8b7a+"",""6a7a"",""1f1e"",""8e7f"",""5h5i"",""7f6e"",""1e1d"",""1c1d"",""1i1d"",""8d8e"",""8i7g"",""6e7f"",""7i8h"",""8e8f"",""8g8f""],""depth"":20,""scoreCp"":1285}]},{""label"":""sente-middlegame:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""9g9f"",""pvUsi"":[""9g9f"",""7c7d"",""B*8b"",""2d3e"",""8b7a+"",""6a7a"",""5h5i"",""B*4d"",""1f1e"",""3b3c"",""2i3g"",""3c2d"",""B*4b"",""P*3c"",""4b5c+"",""3c3d"",""5c4d"",""4c4d""],""depth"":20,""scoreCp"":2064},{""move"":""B*8b"",""pvUsi"":[""B*8b"",""9f8e"",""8b7a+"",""6a7a"",""1f1e"",""8e7f"",""5h5i"",""7f6e"",""1e1d"",""1c1d"",""1i1d"",""8d8e"",""8i7g"",""6e7f"",""7i8h"",""8e8f"",""8g8f""],""depth"":20,""scoreCp"":1285}]}]"
gote-middlegame,1nrgB2n1/l2s2k2/p1p1gp1pl/1p1pp2s1/6P1p/b1P5P/PP1PPP1P1/L1KSRSG2/1NG4NL w P 1,5000,2,1,256,3,3,5408.133,5371.4,5490.2,5000,3894981,778996.2,5020,20.67,"{""ok"":3}",0,0,"[{""label"":""gote-middlegame:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""9f8g+"",""pvUsi"":[""9f8g+"",""7h8g""],""depth"":20,""scoreCp"":126},{""move"":""9f8g"",""pvUsi"":[""9f8g"",""7h8g"",""6a5a"",""B*8b"",""7a6a"",""8b9a+"",""1e1f"",""9a9b"",""1f1g+"",""2i1g"",""P*1f"",""P*8b"",""1f1g+"",""5h5i"",""B*6e"",""9b8a"",""N*7e"",""8g8f"",""6a8a"",""8b8a+"",""B*8g"",""N*8h"",""P*3g"",""3h3i""],""depth"":20,""scoreCp"":184}]},{""label"":""gote-middlegame:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""9f8g+"",""pvUsi"":[""9f8g+"",""7h8g"",""6a5a"",""B*8b"",""7a6a"",""1f1e"",""B*4i"",""4h5i"",""1c1e"",""1i1e"",""4i5h+"",""5i5h"",""R*1h"",""5h4i"",""1h1e+"",""B*8c"",""8d8e"",""8c6a+"",""8e8f"",""8g8f"",""5a6a"",""8b9a+"",""L*8c"",""P*8e"",""8c8e"",""8f8e""],""depth"":21,""scoreCp"":173},{""move"":""9f8g"",""pvUsi"":[""9f8g"",""7h8g"",""6a5a"",""B*8b"",""7a6a"",""8b9a+"",""1e1f"",""9a9b"",""1f1g+"",""2i1g"",""P*1f"",""P*8b"",""1f1g+"",""5h5i"",""B*6e"",""9b8a"",""N*7e"",""8g8f"",""6a8a"",""8b8a+"",""B*8g"",""N*8h"",""P*3g"",""3h3i""],""depth"":21,""scoreCp"":184}]},{""label"":""gote-middlegame:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""9f8g+"",""pvUsi"":[""9f8g+"",""7h8g"",""6a5a"",""B*8b"",""7a6a"",""1f1e"",""B*4i"",""4h5i"",""1c1e"",""1i1e"",""4i5h+"",""5i5h"",""R*1h"",""5h4i"",""1h1e+"",""B*8c"",""8d8e"",""8c6a+"",""8e8f"",""8g8f"",""5a6a"",""8b9a+"",""L*8c"",""P*8e"",""8c8e"",""8f8e""],""depth"":21,""scoreCp"":173},{""move"":""9f8g"",""pvUsi"":[""9f8g"",""7h8g"",""6a5a"",""B*8b"",""7a6a"",""8b9a+"",""1e1f"",""9a9b"",""1f1g+"",""2i1g"",""P*1f"",""P*8b"",""1f1g+"",""5h5i"",""B*6e"",""9b8a"",""N*7e"",""8g8f"",""6a8a"",""8b8a+"",""B*8g"",""N*8h"",""P*3g"",""3h3i""],""depth"":21,""scoreCp"":184}]}]"
middlegame-60,1nr1g1kn1/l2sb4/p1p1gpppl/1p2p4/3p2P2/1PP2+B1sp/P1KPPP2P/L1G1RSG2/1N2S2NL b p 1,5000,2,1,256,3,3,5403.367,5378,5465.9,5000.667,3891562.7,778208.7,5020,22,"{""ok"":3}",0,0,"[{""label"":""middlegame-60:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""3h3g"",""pvUsi"":[""3h3g"",""2f1g+"",""3e3d"",""3c3d"",""2i1g"",""1f1g+"",""5g5f"",""P*1h"",""5f5e"",""5d5e"",""4f5e"",""5a4b"",""1i1h"",""1g1h"",""5e1a"",""5b6c"",""P*2b"",""2a3c"",""2b2a+"",""3a4a"",""2a2b""],""depth"":22,""scoreCp"":791},{""move"":""1g1f"",""pvUsi"":[""1g1f"",""5c4d"",""1f1e"",""2f3e"",""4f6d"",""3a3b"",""1e1d"",""1c1d"",""1i1d"",""P*1c"",""1d1c"",""2a1c"",""P*1d"",""1c2e"",""1d1c+"",""8d8e"",""3h2g"",""5b7d"",""8f8e"",""7d8e"",""6d8f"",""8e9d"",""P*8e"",""7c7d"",""P*3f"",""7d7e""],""depth"":22,""scoreCp"":684}]},{""label"":""middlegame-60:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""3h3g"",""pvUsi"":[""3h3g"",""2f1g+"",""3e3d"",""3c3d"",""2i1g"",""1f1g+"",""5g5f"",""P*1h"",""5f5e"",""5d5e"",""4f5e"",""5a4b"",""1i1h"",""1g1h"",""5e1a"",""5b6c"",""P*2b"",""2a3c"",""2b2a+"",""3a4a"",""2a2b""],""depth"":22,""scoreCp"":791},{""move"":""1g1f"",""pvUsi"":[""1g1f"",""5c4d"",""1f1e"",""2f3e"",""4f6d"",""3a3b"",""1e1d"",""1c1d"",""1i1d"",""P*1c"",""1d1c"",""2a1c"",""P*1d"",""1c2e"",""1d1c+"",""8d8e"",""3h2g"",""5b7d"",""8f8e"",""7d8e"",""6d8f"",""8e9d"",""P*8e"",""7c7d"",""P*3f"",""7d7e""],""depth"":22,""scoreCp"":684}]},{""label"":""middlegame-60:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""3h3g"",""pvUsi"":[""3h3g"",""2f1g+"",""3e3d"",""3c3d"",""2i1g"",""1f1g+"",""5g5f"",""P*1h"",""5f5e"",""5d5e"",""4f5e"",""5a4b"",""1i1h"",""1g1h"",""5e1a"",""5b6c"",""P*2b"",""2a3c"",""2b2a+"",""3a4a"",""2a2b""],""depth"":22,""scoreCp"":791},{""move"":""1g1f"",""pvUsi"":[""1g1f"",""5c4d"",""1f1e"",""2f3e"",""4f6d"",""3a3b"",""1e1d"",""1c1d"",""1i1d"",""P*1c"",""1d1c"",""2a1c"",""P*1d"",""1c2e"",""1d1c+"",""8d8e"",""3h2g"",""5b7d"",""8f8e"",""7d8e"",""6d8f"",""8e9d"",""P*8e"",""7c7d"",""P*3f"",""7d7e""],""depth"":22,""scoreCp"":684}]}]"
middlegame-80,1nsg3nk/l1r6/p1p1gppp1/1p1+B5/1b1pp1P1l/1PP1PP2p/P2P3GN/LKG1R1S1L/1NS1S4 b 2p 1,5000,2,1,256,3,3,5472.167,5473.6,5477.4,5000.667,3917979.7,783491.6,5013.3,20,"{""ok"":3}",0,0,"[{""label"":""middlegame-80:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""6d5c"",""pvUsi"":[""6d5c"",""8e7f"",""G*7g"",""7f9h+"",""8h9h"",""1f1g+"",""1h1g"",""1e1g+"",""2g1g"",""8d8e"",""B*4e"",""1a2b"",""P*2d"",""2c2d"",""5f5e"",""8e8f"",""5c8f""],""depth"":20,""scoreCp"":2175},{""move"":""6d7e"",""pvUsi"":[""6d7e"",""1f1g"",""8f8e"",""6a5b"",""2g1g"",""1a2b"",""P*2d"",""2c2d"",""8e8d"",""1e1g+"",""8d8c+"",""7c7d"",""7e8f"",""N*9d"",""8f9f"",""G*8f"",""8c7b"",""8f9f"",""9g9f""],""depth"":20,""scoreCp"":1825}]},{""label"":""middlegame-80:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""6d5c"",""pvUsi"":[""6d5c"",""8e7f"",""G*7g"",""7f9h+"",""8h9h"",""1f1g+"",""1h1g"",""1e1g+"",""2g1g"",""8d8e"",""B*4e"",""1a2b"",""P*2d"",""2c2d"",""5f5e"",""8e8f"",""5c8f""],""depth"":20,""scoreCp"":2175},{""move"":""6d7e"",""pvUsi"":[""6d7e"",""1f1g"",""8f8e"",""6a5b"",""2g1g"",""1a2b"",""P*2d"",""2c2d"",""8e8d"",""1e1g+"",""8d8c+"",""7c7d"",""7e8f"",""N*9d"",""8f9f"",""G*8f"",""8c7b"",""8f9f"",""9g9f""],""depth"":20,""scoreCp"":1825}]},{""label"":""middlegame-80:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""6d5c"",""pvUsi"":[""6d5c"",""8e7f"",""G*7g"",""7f9h+"",""8h9h"",""1f1g+"",""1h1g"",""1e1g+"",""2g1g"",""8d8e"",""B*4e"",""1a2b"",""P*2d"",""2c2d"",""5f5e"",""8e8f"",""5c8f""],""depth"":20,""scoreCp"":2175},{""move"":""6d7e"",""pvUsi"":[""6d7e"",""1f1g"",""8f8e"",""6a5b"",""2g1g"",""1a2b"",""P*2d"",""2c2d"",""8e8d"",""1e1g+"",""8d8c+"",""7c7d"",""7e8f"",""N*9d"",""8f9f"",""G*8f"",""8c7b"",""8f9f"",""9g9f""],""depth"":20,""scoreCp"":1825}]}]"
hand-piece-rich,1n2g4/l1s3k1r/p1+B1gp1pn/Bp7/1PPp5/5P2l/PG1P+pS2N/LK2R3L/1NS1S4 b 2Pg5p 1,5000,2,1,256,3,3,5373.967,5373.9,5374.7,5001,3597927,719441.5,5020,19,"{""ok"":3}",0,0,"[{""label"":""hand-piece-rich:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""7c5a"",""pvUsi"":[""7c5a"",""5g5h"",""P*3c"",""3b2a"",""G*3b"",""1b3b"",""3c3b+"",""2a3b"",""9d7b+"",""1f1g+"",""R*4b"",""3b3c"",""4b1b"",""3c3d""],""depth"":19,""scoreCp"":2265},{""move"":""9d7b+"",""pvUsi"":[""9d7b+"",""8a7c"",""5h5g"",""P*5f"",""4g5f"",""7c8e"",""P*3c"",""3b4b"",""5f6e"",""P*6d"",""P*1d"",""1f1g+"",""5g5c+"",""4b5c"",""7b5d"",""5c4b"",""G*3b"",""1b3b"",""3c3b+"",""4b3b"",""1d1c+"",""R*3h"",""P*5h"",""6d6e""],""depth"":19,""scoreCp"":1538}]},{""label"":""hand-piece-rich:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""7c5a"",""pvUsi"":[""7c5a"",""5g5h"",""P*3c"",""3b2a"",""G*3b"",""1b3b"",""3c3b+"",""2a3b"",""9d7b+"",""1f1g+"",""R*4b"",""3b3c"",""4b1b"",""3c3d""],""depth"":19,""scoreCp"":2265},{""move"":""9d7b+"",""pvUsi"":[""9d7b+"",""8a7c"",""5h5g"",""P*5f"",""4g5f"",""7c8e"",""P*3c"",""3b4b"",""5f6e"",""P*6d"",""P*1d"",""1f1g+"",""5g5c+"",""4b5c"",""7b5d"",""5c4b"",""G*3b"",""1b3b"",""3c3b+"",""4b3b"",""1d1c+"",""R*3h"",""P*5h"",""6d6e""],""depth"":19,""scoreCp"":1538}]},{""label"":""hand-piece-rich:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""7c5a"",""pvUsi"":[""7c5a"",""5g5h"",""P*3c"",""3b2a"",""G*3b"",""1b3b"",""3c3b+"",""2a3b"",""9d7b+"",""1f1g+"",""R*4b"",""3b3c"",""4b1b"",""3c3d""],""depth"":19,""scoreCp"":2265},{""move"":""9d7b+"",""pvUsi"":[""9d7b+"",""8a7c"",""5h5g"",""P*5f"",""4g5f"",""7c8e"",""P*3c"",""3b4b"",""5f6e"",""P*6d"",""P*1d"",""1f1g+"",""5g5c+"",""4b5c"",""7b5d"",""5c4b"",""G*3b"",""1b3b"",""3c3b+"",""4b3b"",""1d1c+"",""R*3h"",""P*5h"",""6d6e""],""depth"":19,""scoreCp"":1538}]}]"
middlegame-120,1n2g4/+B1s1k3r/p+P2gp1pn/B8/2Pp2p2/1p2LP2l/PG1P+pS2N/LKR4PL/1NS1S1+p1g b 2P2p 1,5000,2,1,256,3,3,5407.033,5379.7,5475.2,5000.667,3697380.7,739377.9,5020,18,"{""ok"":3}",0,0,"[{""label"":""middlegame-120:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""9d8e"",""pvUsi"":[""9d8e"",""5b4b"",""5f5c+"",""4b3c"",""8g8f"",""3c2d"",""8c7b"",""2d1e"",""8e6c+"",""P*7g"",""8i7g"",""1i1h"",""6c1h"",""L*8d""],""depth"":18,""scoreCp"":1948},{""move"":""8g8f"",""pvUsi"":[""8g8f"",""9c9d"",""P*5d"",""5c6c"",""8c7b"",""5g6g"",""9b6e"",""6g7h"",""7i7h"",""P*8e"",""5d5c+"",""6c5c"",""5f5c+"",""5b5c"",""G*5d"",""5c5b"",""5d4c"",""5b6c""],""depth"":18,""scoreCp"":1528}]},{""label"":""middlegame-120:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""9d8e"",""pvUsi"":[""9d8e"",""5b4b"",""5f5c+"",""4b3c"",""8g8f"",""3c2d"",""8c7b"",""2d1e"",""8e6c+"",""P*7g"",""8i7g"",""1i1h"",""6c1h"",""L*8d""],""depth"":18,""scoreCp"":1948},{""move"":""8g8f"",""pvUsi"":[""8g8f"",""9c9d"",""P*5d"",""5c6c"",""8c7b"",""5g6g"",""9b6e"",""6g7h"",""7i7h"",""P*8e"",""5d5c+"",""6c5c"",""5f5c+"",""5b5c"",""G*5d"",""5c5b"",""5d4c"",""5b6c""],""depth"":18,""scoreCp"":1528}]},{""label"":""middlegame-120:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""9d8e"",""pvUsi"":[""9d8e"",""5b4b"",""5f5c+"",""4b3c"",""8g8f"",""3c2d"",""8c7b"",""2d1e"",""8e6c+"",""P*7g"",""8i7g"",""1i1h"",""6c1h"",""L*8d""],""depth"":18,""scoreCp"":1948},{""move"":""8g8f"",""pvUsi"":[""8g8f"",""9c9d"",""P*5d"",""5c6c"",""8c7b"",""5g6g"",""9b6e"",""6g7h"",""7i7h"",""P*8e"",""5d5c+"",""6c5c"",""5f5c+"",""5b5c"",""G*5d"",""5c5b"",""5d4c"",""5b6c""],""depth"":18,""scoreCp"":1528}]}]"
middlegame-150,1+Bp6/4+Bgr1p/1P2L1kpn/p4p2n/2Pp2p2/1pG2P3/P2P1S2+l/LKRS+p2PL/1NS1S1+p1g b GN2p 1,5000,2,1,256,3,3,5471.233,5473.2,5474.6,5000.667,3959665,791826.9,5020,19,"{""ok"":3}",0,0,"[{""label"":""middlegame-150:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""G*3d"",""pvUsi"":[""G*3d"",""3c2b"",""5b4b"",""3b4b"",""8a5d"",""B*4c"",""5d4c"",""4b4c"",""3d4c"",""B*5e"",""6g6f"",""5e6f"",""6h7g"",""6f7g+"",""8h7g"",""8f8g+"",""7g8g"",""2b1a"",""B*3c"",""S*2b"",""3c2b+"",""1a2b""],""depth"":19,""scoreCp"":5252},{""move"":""N*4e"",""pvUsi"":[""N*4e"",""4d4e"",""8a4e"",""5h6h"",""G*3d"",""3c2b"",""7h6h"",""S*8g"",""8h7g"",""8g7f+"",""7g7f"",""2b1a"",""3d2c"",""N*6d"",""7f6e"",""4b5b"",""2c3b"",""B*8g"",""6e7d"",""8g3b+""],""depth"":19,""scoreCp"":1752}]},{""label"":""middlegame-150:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""G*3d"",""pvUsi"":[""G*3d"",""3c2b"",""5b4b"",""3b4b"",""8a5d"",""B*4c"",""5d4c"",""4b4c"",""3d4c"",""B*5e"",""6g6f"",""5e6f"",""6h7g"",""6f7g+"",""8h7g"",""8f8g+"",""7g8g"",""2b1a"",""B*3c"",""S*2b"",""3c2b+"",""1a2b""],""depth"":19,""scoreCp"":5252},{""move"":""N*4e"",""pvUsi"":[""N*4e"",""4d4e"",""8a4e"",""5h6h"",""G*3d"",""3c2b"",""7h6h"",""S*8g"",""8h7g"",""8g7f+"",""7g7f"",""2b1a"",""3d2c"",""N*6d"",""7f6e"",""4b5b"",""2c3b"",""B*8g"",""6e7d"",""8g3b+""],""depth"":19,""scoreCp"":1752}]},{""label"":""middlegame-150:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""G*3d"",""pvUsi"":[""G*3d"",""3c2b"",""5b4b"",""3b4b"",""8a5d"",""B*4c"",""5d4c"",""4b4c"",""3d4c"",""B*5e"",""6g6f"",""5e6f"",""6h7g"",""6f7g+"",""8h7g"",""8f8g+"",""7g8g"",""2b1a"",""B*3c"",""S*2b"",""3c2b+"",""1a2b""],""depth"":19,""scoreCp"":5252},{""move"":""N*4e"",""pvUsi"":[""N*4e"",""4d4e"",""8a4e"",""5h6h"",""G*3d"",""3c2b"",""7h6h"",""S*8g"",""8h7g"",""8g7f+"",""7g7f"",""2b1a"",""3d2c"",""N*6d"",""7f6e"",""4b5b"",""2c3b"",""B*8g"",""6e7d"",""8g3b+""],""depth"":19,""scoreCp"":1752}]}]"
mate-in-one,2p2+B2k/1+B3g2p/1P2L1Gpn/p1P2p3/3p2p2/lpG1NP3/P1KP+p3+l/LS1S2SP+n/1NR1S1+pg1 b RPp 1,5000,2,1,256,3,3,5441.567,5468.8,5473.5,5000,11127019.3,2225403.9,5016.7,75.67,"{""mate"":3}",0,0,"[{""label"":""mate-in-one:mt5000-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""R*3a"",""pvUsi"":[""R*3a""],""depth"":76,""mateSign"":""sente"",""scoreMate"":1},{""move"":""4a4b"",""pvUsi"":[""4a4b"",""8f8g+"",""7g8g"",""P*8f"",""8g8f"",""3i3h"",""G*2b""],""depth"":76,""mateSign"":""sente"",""scoreMate"":7}]},{""label"":""mate-in-one:mt5000-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""R*3a"",""pvUsi"":[""R*3a""],""depth"":76,""mateSign"":""sente"",""scoreMate"":1},{""move"":""4a4b"",""pvUsi"":[""4a4b"",""8f8g+"",""7g8g"",""P*8f"",""8g8f"",""3i3h"",""G*2b""],""depth"":76,""mateSign"":""sente"",""scoreMate"":7}]},{""label"":""mate-in-one:mt5000-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""R*3a"",""pvUsi"":[""R*3a""],""depth"":75,""mateSign"":""sente"",""scoreMate"":1},{""move"":""4a4b"",""pvUsi"":[""4a4b"",""8f8g+"",""7g8g"",""P*8f"",""8g8f"",""3i3h"",""G*2b""],""depth"":75,""mateSign"":""sente"",""scoreMate"":7}]}]"
