fixtureId,sfen,movetimeMs,multipv,threads,hashMb,sampleCount,successCount,avgWallLatencyMs,p50WallLatencyMs,p95WallLatencyMs,avgElapsedMs,avgActualNodes,avgNps,avgEngineCpuDeltaMs,avgCompletedDepth,terminalCounts,incompleteCount,boundInfoCount,candidateSnapshots
single-legal-move,2p5k/4Rg2p/1P2L1Gp1/p1P+B+Bp3/n2p2pnP/l1G2P3/P+pKP1+p2+l/LS1S2SP+n/1NR1S1+pg1 b P 1,100,2,1,256,3,3,507.033,486.3,565.6,100.333,80663.7,803936,146.7,0,"{""incomplete"":3}",3,0,"[{""label"":""single-legal-move:mt100-mpv2-t1-h256:warm1"",""candidates"":[]},{""label"":""single-legal-move:mt100-mpv2-t1-h256:warm2"",""candidates"":[]},{""label"":""single-legal-move:mt100-mpv2-t1-h256:warm3"",""candidates"":[]}]"
sparse-endgame,l+P1+S5/+B1+B4sl/5r+N1n/l3p3p/2g1kS2P/2P3PG1/2S5L/+n1G4pK/P+p1G1R3 b 7Pn2p 1,100,2,1,256,3,3,720.5,594.8,996.4,100,167809,1678090,146.7,47.33,"{""mate"":3}",0,0,"[{""label"":""sparse-endgame:mt100-mpv2-t1-h256:warm1"",""candidates"":[{""move"":""7b5d"",""pvUsi"":[""7b5d""],""scoreMate"":1},{""move"":""4e5f"",""pvUsi"":[""4e5f"",""5e6d"",""4i4c+"",""N*4b"",""7b7c""],""scoreMate"":5}]},{""label"":""sparse-endgame:mt100-mpv2-t1-h256:warm2"",""candidates"":[{""move"":""7b5d"",""pvUsi"":[""7b5d""],""scoreMate"":1},{""move"":""4e5f"",""pvUsi"":[""4e5f"",""5e6d"",""4i4c+"",""N*4b"",""7b7c""],""scoreMate"":5}]},{""label"":""sparse-endgame:mt100-mpv2-t1-h256:warm3"",""candidates"":[{""move"":""7b5d"",""pvUsi"":[""7b5d""],""scoreMate"":1},{""move"":""4e5f"",""pvUsi"":[""4e5f"",""5e6d"",""4i4c+"",""N*4b"",""7b7c""],""scoreMate"":5}]}]"
initial-position,lnsgkgsnl/1r5b1/ppppppppp/9/9/9/PPPPPPPPP/1B5R1/LNSGKGSNL b - 1,100,2,2,256,3,3,920.833,945.4,1099.1,101,78722.7,779432.4,230,9.67,"{""ok"":2,""incomplete"":1}",1,0,"[{""label"":""initial-position:mt100-mpv2-t2-h256:warm1"",""candidates"":[{""move"":""2g2f"",""pvUsi"":[""2g2f"",""8c8d"",""7g7f"",""3c3d"",""5i6h"",""5a4b"",""2f2e"",""4a3b"",""6i7h"",""8d8e"",""2e2d"",""2c2d"",""2h2d"",""8e8f"",""8g8f"",""8b8f"",""3i3h"",""8f8b""],""scoreCp"":37},{""move"":""7g7f"",""pvUsi"":[""7g7f"",""3c3d"",""2g2f"",""8c8d"",""5i6h"",""5a4b"",""2f2e"",""4a3b"",""6i7h"",""8d8e"",""2e2d"",""2c2d"",""2h2d"",""8e8f"",""8g8f"",""8b8f""],""scoreCp"":37}]},{""label"":""initial-position:mt100-mpv2-t2-h256:warm2"",""candidates"":[{""move"":""6i7h"",""pvUsi"":[""6i7h"",""8c8d""],""scoreCp"":60},{""move"":""2g2f"",""pvUsi"":[""2g2f"",""4a3b"",""2f2e"",""8c8d"",""6i7h"",""8d8e"",""3i3h"",""3c3d"",""2e2d"",""2c2d"",""2h2d"",""8e8f"",""8g8f"",""8b8f""],""scoreCp"":55}]},{""label"":""initial-position:mt100-mpv2-t2-h256:warm3"",""candidates"":[]}]"
quiet-no-mate,1n1g1ksn1/l1rsg2b1/p1pp1p+Bpl/1p2p4/8p/2P3P1P/PP1PPPSP1/3S4R/LNG1KG1NL b P 1,100,2,2,256,3,3,598.867,630.6,632.1,102,62582.7,613918.9,190,12.67,"{""ok"":3}",0,0,"[{""label"":""quiet-no-mate:mt100-mpv2-t2-h256:warm1"",""candidates"":[{""move"":""3c2b"",""pvUsi"":[""3c2b"",""3a2b"",""1f1e"",""B*5e"",""6h7g"",""6b5c"",""7g6f"",""5e3c""],""scoreCp"":1501},{""move"":""3c2c"",""pvUsi"":[""3c2c"",""4a5a"",""2c2b"",""3a2b"",""1f1e"",""B*3c"",""1e1d"",""3c9i+"",""B*8c"",""1c1d"",""1h1d"",""P*1c"",""1d1h""],""scoreCp"":1500}]},{""label"":""quiet-no-mate:mt100-mpv2-t2-h256:warm2"",""candidates"":[{""move"":""3c2b"",""pvUsi"":[""3c2b"",""3a2b"",""1f1e"",""B*5e"",""1e1d"",""1c1d"",""1h1d"",""P*1c"",""1d5d"",""5e9i+"",""B*8c"",""7b7a"",""8c9b+""],""scoreCp"":1508},{""move"":""3c2c"",""pvUsi"":[""3c2c"",""4a5a"",""1f1e"",""2b9i+"",""1e1d"",""L*8h"",""8i7g"",""7c7d"",""1d1c+"",""7d7e"",""2c2d"",""5b4b"",""7f7e"",""7b7e"",""1c2c"",""P*7f"",""1h1b+"",""7f7g+"",""1b2a"",""7g6h"",""7i6h""],""scoreCp"":1457}]},{""label"":""quiet-no-mate:mt100-mpv2-t2-h256:warm3"",""candidates"":[{""move"":""3c2b"",""pvUsi"":[""3c2b"",""3a2b"",""1f1e"",""B*3c"",""B*7g"",""4c4d"",""1e1d"",""1c1d"",""1h1d""],""scoreCp"":1494},{""move"":""3c2c"",""pvUsi"":[""3c2c"",""4a5a"",""2c2b"",""3a2b"",""1f1e"",""B*2c"",""5i5h"",""6b5c""],""scoreCp"":1452}]}]"
sente-middlegame,1nrg3n1/l2s2k2/p1p1gp1pl/1p1pp2s1/6P1p/b1P5P/PP1PPP1P1/L1KSRSG2/1NG4NL b BP 1,100,2,2,256,3,3,561.967,534.2,627.2,103.667,60461,582823.6,193.3,9.33,"{""ok"":2,""incomplete"":1}",1,0,"[{""label"":""sente-middlegame:mt100-mpv2-t2-h256:warm1"",""candidates"":[{""move"":""9g9f"",""pvUsi"":[""9g9f"",""7c7d"",""B*8c"",""7d7e"",""8c9b+"",""8d8e"",""L*3d"",""3b4b"",""B*3a"",""4b5b"",""1f1e"",""1c1e""],""scoreCp"":2056},{""move"":""1f1e"",""pvUsi"":[""1f1e"",""9f8e"",""1e1d"",""1c1d"",""1i1d"",""P*1c"",""P*1b"",""7c7d""],""scoreCp"":1257}]},{""label"":""sente-middlegame:mt100-mpv2-t2-h256:warm2"",""candidates"":[{""move"":""9g9f"",""pvUsi"":[""9g9f"",""1e1f"",""B*8c"",""8d8e"",""8c9b+"",""7c7d"",""5g5f""],""scoreCp"":1994},{""move"":""3e3d"",""pvUsi"":[""3e3d"",""9f8e"",""1f1e"",""7c7d"",""1e1d"",""1c1d"",""1i1d"",""P*1c"",""1d1c+"",""2d1c"",""P*1b"",""7d7e"",""1b1a+"",""7e7f"",""7h6i"",""L*6e""],""scoreCp"":1214}]},{""label"":""sente-middlegame:mt100-mpv2-t2-h256:warm3"",""candidates"":[]}]"
gote-middlegame,1nrgB2n1/l2s2k2/p1p1gp1pl/1p1pp2s1/6P1p/b1P5P/PP1PPP1P1/L1KSRSG2/1NG4NL w P 1,100,2,2,256,3,3,752,633.7,1011.9,100.333,72116.3,718695.9,190,0,"{""incomplete"":3}",3,0,"[{""label"":""gote-middlegame:mt100-mpv2-t2-h256:warm1"",""candidates"":[]},{""label"":""gote-middlegame:mt100-mpv2-t2-h256:warm2"",""candidates"":[]},{""label"":""gote-middlegame:mt100-mpv2-t2-h256:warm3"",""candidates"":[]}]"
middlegame-60,1nr1g1kn1/l2sb4/p1p1gpppl/1p2p4/3p2P2/1PP2+B1sp/P1KPPP2P/L1G1RSG2/1N2S2NL b p 1,100,2,2,256,3,3,764.133,619.1,1055,102,64549.7,633040.6,190,8.67,"{""ok"":2,""incomplete"":1}",1,0,"[{""label"":""middlegame-60:mt100-mpv2-t2-h256:warm1"",""candidates"":[{""move"":""1g1f"",""pvUsi"":[""1g1f"",""5c4d"",""3h3g"",""2f3e"",""4f6d"",""3a3b"",""1f1e"",""7a6a"",""4g4f"",""7c7d"",""1e1d"",""1c1d"",""1i1d""],""scoreCp"":732},{""move"":""3h3g"",""pvUsi"":[""3h3g"",""2f1g"",""2i1g"",""1f1g+"",""3e3d"",""3c3d"",""S*1b"",""5a4b"",""1b2a+"",""3a2a"",""4f1c"",""S*2b""],""scoreCp"":730}]},{""label"":""middlegame-60:mt100-mpv2-t2-h256:warm2"",""candidates"":[{""move"":""3h3g"",""pvUsi"":[""3h3g"",""2f1g"",""2i1g"",""1f1g+"",""3e3d"",""3c3d"",""5g5f"",""5a4b"",""5f5e"",""5d5e"",""4f5e"",""4c4d""],""scoreCp"":790},{""move"":""1g1f"",""pvUsi"":[""1g1f"",""5c4d"",""3h3g"",""4d3e"",""4f6d"",""5a4b"",""P*2b"",""6b5c"",""2b2a+"",""3a2a"",""3g2f"",""3e2f"",""6d2h"",""8d8e"",""1f1e"",""8e8f"",""1e1d""],""scoreCp"":778}]},{""label"":""middlegame-60:mt100-mpv2-t2-h256:warm3"",""candidates"":[]}]"
middlegame-80,1nsg3nk/l1r6/p1p1gppp1/1p1+B5/1b1pp1P1l/1PP1PP2p/P2P3GN/LKG1R1S1L/1NS1S4 b 2p 1,100,2,2,256,3,3,724.267,622,1036.9,103.667,64592,623474.3,183.3,9,"{""ok"":2,""incomplete"":1}",1,0,"[{""label"":""middlegame-80:mt100-mpv2-t2-h256:warm1"",""candidates"":[{""move"":""6d5c"",""pvUsi"":[""6d5c"",""8e7f"",""1g2e"",""6e6f"",""G*7g"",""7f6g+"",""7h6g"",""6f6g+"",""7g6g"",""8d8e"",""B*5d"",""8e8f"",""5c8f"",""1f1g+"",""2g1g"",""P*8g"",""8h7g""],""scoreCp"":2190},{""move"":""6d7e"",""pvUsi"":[""6d7e"",""8e7f"",""7e7f"",""1f1g+"",""2g1g"",""1a2b"",""5f5e"",""1e1g+""],""scoreCp"":1915}]},{""label"":""middlegame-80:mt100-mpv2-t2-h256:warm2"",""candidates"":[{""move"":""6d5c"",""pvUsi"":[""6d5c"",""8e7f"",""G*7g"",""6a5b"",""5c3a"",""7f9h+"",""8h9h"",""1f1g+"",""1h1g"",""1e1g+"",""2g1g""],""scoreCp"":2201},{""move"":""6d7e"",""pvUsi"":[""6d7e"",""8e9d"",""1g2e"",""7a6b"",""7e4h"",""8d8e"",""8f8e"",""9d8e"",""5f5e"",""1a2b"",""5e5d""],""scoreCp"":1868}]},{""label"":""middlegame-80:mt100-mpv2-t2-h256:warm3"",""candidates"":[]}]"
hand-piece-rich,1n2g4/l1s3k1r/p1+B1gp1pn/Bp7/1PPp5/5P2l/PG1P+pS2N/LK2R3L/1NS1S4 b 2Pg5p 1,100,2,2,256,3,3,838.5,928.1,1060.2,103,54148.7,525990.5,196.7,4.33,"{""incomplete"":2,""ok"":1}",2,0,"[{""label"":""hand-piece-rich:mt100-mpv2-t2-h256:warm1"",""candidates"":[]},{""label"":""hand-piece-rich:mt100-mpv2-t2-h256:warm2"",""candidates"":[]},{""label"":""hand-piece-rich:mt100-mpv2-t2-h256:warm3"",""candidates"":[{""move"":""7c5a"",""pvUsi"":[""7c5a"",""9c9d"",""P*3c"",""3b2a"",""5h5g"",""B*4d"",""8h7h"",""2a1a"",""P*1d"",""P*7g"",""8i7g""],""scoreCp"":2028},{""move"":""9d7b+"",""pvUsi"":[""9d7b+"",""8a7c"",""5h5g"",""P*5f"",""5g5f"",""P*5e"",""P*3c"",""3b3c"",""7b7c""],""scoreCp"":1571}]}]"
middlegame-120,1n2g4/+B1s1k3r/p+P2gp1pn/B8/2Pp2p2/1p2LP2l/PG1P+pS2N/LKR4PL/1NS1S1+p1g b 2P2p 1,100,2,2,256,3,3,620.467,625.1,632.2,101.333,49322,486848.9,186.7,13,"{""ok"":3}",0,0,"[{""label"":""middlegame-120:mt100-mpv2-t2-h256:warm1"",""candidates"":[{""move"":""9d8e"",""pvUsi"":[""9d8e"",""5b4b"",""8g8f"",""4b3c"",""5f5c"",""3c2d"",""8c7b"",""5g4g"",""5c5a+"",""S*2f""],""scoreCp"":1780},{""move"":""8g8f"",""pvUsi"":[""8g8f"",""9c9d"",""8c7b"",""5g5f"",""4g5f"",""P*8e"",""9b7d"",""5b4b""],""scoreCp"":1446}]},{""label"":""middlegame-120:mt100-mpv2-t2-h256:warm2"",""candidates"":[{""move"":""9d8e"",""pvUsi"":[""9d8e"",""5b4b"",""8g8f"",""4b3c"",""8c7b"",""3c2d"",""5f5c+"",""1i1h"",""9b8a"",""1f1g+""],""scoreCp"":1723},{""move"":""8g8f"",""pvUsi"":[""8g8f"",""9c9d"",""P*5d"",""5c6d"",""8c7b"",""5g5f"",""S*5c"",""5b4a"",""5c6d""],""scoreCp"":1513}]},{""label"":""middlegame-120:mt100-mpv2-t2-h256:warm3"",""candidates"":[{""move"":""9d8e"",""pvUsi"":[""9d8e"",""5b4b"",""8g8f"",""4b3c"",""5f5c"",""3c2d"",""5c5a+"",""1i1h"",""8c7b"",""1f1g+"",""8e6c+"",""5g4g"",""9b7d"",""N*9f"",""9g9f""],""scoreCp"":1692},{""move"":""8g8f"",""pvUsi"":[""8g8f"",""9c9d"",""8c7b"",""5g5f"",""4g5f"",""P*8e"",""8f8e"",""1i1h"",""7b8a"",""1h1g"",""N*4e""],""scoreCp"":1588}]}]"
